metabolites,pathway
HMDB0001229,KEGG_MELANOGENESIS
HMDB0001231,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001231,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001231,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001231,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001243,KEGG_FATTY_ACID_METABOLISM
HMDB0001243,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001243,KEGG_BETA_ALANINE_METABOLISM
HMDB0001243,KEGG_PROPANOATE_METABOLISM
HMDB0001243,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001243,KEGG_BUTANOATE_METABOLISM
HMDB0001243,KEGG_PYRUVATE_METABOLISM
HMDB0001243,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001243,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001243,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0001243,KEGG_LYSINE_DEGRADATION
HMDB0001243,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001243,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001243,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001245,KEGG_PURINE_METABOLISM
HMDB0001245,KEGG_PYRIMIDINE_METABOLISM
HMDB0001245,KEGG_GLUTATHIONE_METABOLISM
HMDB0001245,KEGG_P53_SIGNALING_PATHWAY
HMDB0001248,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0001248,KEGG_SPHINGOLIPID_METABOLISM
HMDB0001248,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0001248,KEGG_RIBOFLAVIN_METABOLISM
HMDB0001248,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001248,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001248,KEGG_PURINE_METABOLISM
HMDB0001248,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
HMDB0001248,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001248,KEGG_FATTY_ACID_METABOLISM
HMDB0001248,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001248,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001248,KEGG_BETA_ALANINE_METABOLISM
HMDB0001248,KEGG_PROPANOATE_METABOLISM
HMDB0001248,KEGG_BUTANOATE_METABOLISM
HMDB0001248,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
HMDB0001248,KEGG_PEROXISOME
HMDB0001248,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001248,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001248,KEGG_LYSINE_DEGRADATION
HMDB0001248,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001248,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001248,KEGG_ALZHEIMERS_DISEASE
HMDB0001248,KEGG_PARKINSONS_DISEASE
HMDB0001248,KEGG_OXIDATIVE_PHOSPHORYLATION
HMDB0001248,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0001248,KEGG_HUNTINGTONS_DISEASE
HMDB0001248,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001248,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001248,KEGG_STEROID_BIOSYNTHESIS
HMDB0001251,KEGG_STEROID_BIOSYNTHESIS
HMDB0001252,KEGG_BETA_ALANINE_METABOLISM
HMDB0001252,KEGG_PROPANOATE_METABOLISM
HMDB0001252,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001252,KEGG_HISTIDINE_METABOLISM
HMDB0001252,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001252,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001252,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001252,KEGG_GLYCEROLIPID_METABOLISM
HMDB0001252,KEGG_BUTANOATE_METABOLISM
HMDB0001252,KEGG_PYRUVATE_METABOLISM
HMDB0001252,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0001252,KEGG_LYSINE_DEGRADATION
HMDB0001252,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001252,KEGG_FATTY_ACID_METABOLISM
HMDB0001252,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001253,KEGG_TYROSINE_METABOLISM
HMDB0001253,KEGG_MELANOGENESIS
HMDB0001256,KEGG_GLUTATHIONE_METABOLISM
HMDB0001256,KEGG_BETA_ALANINE_METABOLISM
HMDB0001256,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0001256,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001257,KEGG_GLUTATHIONE_METABOLISM
HMDB0001257,KEGG_BETA_ALANINE_METABOLISM
HMDB0001257,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0001257,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001259,KEGG_BETA_ALANINE_METABOLISM
HMDB0001259,KEGG_PROPANOATE_METABOLISM
HMDB0001259,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001259,KEGG_BUTANOATE_METABOLISM
HMDB0001259,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0001261,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0001262,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001262,KEGG_GALACTOSE_METABOLISM
HMDB0001262,KEGG_LYSOSOME
HMDB0001263,KEGG_BETA_ALANINE_METABOLISM
HMDB0001263,KEGG_PROPANOATE_METABOLISM
HMDB0001263,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001263,KEGG_HISTIDINE_METABOLISM
HMDB0001263,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001263,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001263,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001263,KEGG_GLYCEROLIPID_METABOLISM
HMDB0001263,KEGG_BUTANOATE_METABOLISM
HMDB0001263,KEGG_PYRUVATE_METABOLISM
HMDB0001263,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0001263,KEGG_LYSINE_DEGRADATION
HMDB0001263,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001263,KEGG_FATTY_ACID_METABOLISM
HMDB0001264,KEGG_TYROSINE_METABOLISM
HMDB0001264,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001264,KEGG_RENAL_CELL_CARCINOMA
HMDB0001264,KEGG_PATHWAYS_IN_CANCER
HMDB0001264,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001264,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0001265,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
HMDB0001265,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0001273,KEGG_PURINE_METABOLISM
HMDB0001273,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0001273,KEGG_PYRIMIDINE_METABOLISM
HMDB0001273,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0001273,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
HMDB0001273,KEGG_FOLATE_BIOSYNTHESIS
HMDB0001273,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
HMDB0001273,KEGG_GAP_JUNCTION
HMDB0001273,KEGG_LONG_TERM_DEPRESSION
HMDB0001273,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0001273,KEGG_PYRUVATE_METABOLISM
HMDB0001273,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001273,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001273,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001273,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0001273,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001273,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
HMDB0001273,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0001273,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
HMDB0001273,KEGG_GLUTATHIONE_METABOLISM
HMDB0001273,KEGG_P53_SIGNALING_PATHWAY
HMDB0001273,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0001273,KEGG_HUNTINGTONS_DISEASE
HMDB0001273,KEGG_PARKINSONS_DISEASE
HMDB0001273,KEGG_PROPANOATE_METABOLISM
HMDB0001274,KEGG_PYRIMIDINE_METABOLISM
HMDB0001274,KEGG_PURINE_METABOLISM
HMDB0001274,KEGG_PYRUVATE_METABOLISM
HMDB0001274,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001274,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0001275,KEGG_BUTANOATE_METABOLISM
HMDB0001275,KEGG_PEROXISOME
HMDB0001275,KEGG_ABC_TRANSPORTERS
HMDB0001275,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001275,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001275,KEGG_PYRUVATE_METABOLISM
HMDB0001275,KEGG_PROPANOATE_METABOLISM
HMDB0001275,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0001275,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001275,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001275,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001275,KEGG_FATTY_ACID_METABOLISM
HMDB0001275,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001275,KEGG_BETA_ALANINE_METABOLISM
HMDB0001275,KEGG_LYSINE_DEGRADATION
HMDB0001275,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001275,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMDB0001275,KEGG_INOSITOL_PHOSPHATE_METABOLISM
HMDB0001275,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001275,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0001275,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001275,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
HMDB0001280,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001285,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMDB0001294,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001296,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001301,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001301,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0001303,KEGG_LYSOSOME
HMDB0001308,KEGG_ONE_CARBON_POOL_BY_FOLATE
HMDB0001308,KEGG_PURINE_METABOLISM
HMDB0001310,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001310,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001310,KEGG_PEROXISOME
HMDB0001311,KEGG_RETINOL_METABOLISM
HMDB0001311,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001311,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0001311,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001311,KEGG_PHENYLALANINE_METABOLISM
HMDB0001311,KEGG_TYROSINE_METABOLISM
HMDB0001311,KEGG_HISTIDINE_METABOLISM
HMDB0001311,KEGG_PYRUVATE_METABOLISM
HMDB0001311,KEGG_FATTY_ACID_METABOLISM
HMDB0001311,KEGG_PROPANOATE_METABOLISM
HMDB0001311,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001311,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001311,KEGG_BUTANOATE_METABOLISM
HMDB0001311,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001311,KEGG_GLYCEROLIPID_METABOLISM
HMDB0001311,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0001311,KEGG_BETA_ALANINE_METABOLISM
HMDB0001311,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001311,KEGG_LYSINE_DEGRADATION
HMDB0001313,KEGG_INOSITOL_PHOSPHATE_METABOLISM
HMDB0001313,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
HMDB0001314,KEGG_ABC_TRANSPORTERS
HMDB0001314,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
HMDB0001314,KEGG_GAP_JUNCTION
HMDB0001314,KEGG_PURINE_METABOLISM
HMDB0001314,KEGG_LONG_TERM_DEPRESSION
HMDB0001314,KEGG_TASTE_TRANSDUCTION
HMDB0001314,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0001314,KEGG_OLFACTORY_TRANSDUCTION
HMDB0001314,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001314,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
HMDB0001316,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0001316,KEGG_GLUTATHIONE_METABOLISM
HMDB0001321,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0001321,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
HMDB0001321,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001322,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001322,KEGG_FATTY_ACID_METABOLISM
HMDB0001322,KEGG_PEROXISOME
HMDB0001322,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001322,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001322,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
HMDB0001322,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001322,KEGG_BETA_ALANINE_METABOLISM
HMDB0001322,KEGG_PROPANOATE_METABOLISM
HMDB0001322,KEGG_BUTANOATE_METABOLISM
HMDB0001322,KEGG_LYSINE_DEGRADATION
HMDB0001322,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001322,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001322,KEGG_STEROID_BIOSYNTHESIS
HMDB0001322,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001325,KEGG_PROTEIN_EXPORT
HMDB0001325,KEGG_LYSINE_DEGRADATION
HMDB0001335,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0001336,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001336,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0001336,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001336,KEGG_PHENYLALANINE_METABOLISM
HMDB0001336,KEGG_TYROSINE_METABOLISM
HMDB0001336,KEGG_HISTIDINE_METABOLISM
HMDB0001336,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001337,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0001337,KEGG_GLUTATHIONE_METABOLISM
HMDB0001337,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0001337,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001338,KEGG_PEROXISOME
HMDB0001338,KEGG_ABC_TRANSPORTERS
HMDB0001338,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001338,KEGG_FATTY_ACID_METABOLISM
HMDB0001338,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001338,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001338,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001338,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0001338,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
HMDB0001338,KEGG_SPHINGOLIPID_METABOLISM
HMDB0001338,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001338,KEGG_BETA_ALANINE_METABOLISM
HMDB0001338,KEGG_PROPANOATE_METABOLISM
HMDB0001338,KEGG_BUTANOATE_METABOLISM
HMDB0001338,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
HMDB0001338,KEGG_LYSINE_DEGRADATION
HMDB0001338,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001338,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001338,KEGG_STEROID_BIOSYNTHESIS
HMDB0001338,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001339,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001339,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001339,KEGG_FATTY_ACID_METABOLISM
HMDB0001339,KEGG_PYRUVATE_METABOLISM
HMDB0001339,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001339,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001339,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0001339,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001339,KEGG_LYSINE_DEGRADATION
HMDB0001339,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001342,KEGG_PYRIMIDINE_METABOLISM
HMDB0001342,KEGG_PURINE_METABOLISM
HMDB0001342,KEGG_PYRUVATE_METABOLISM
HMDB0001342,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001342,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0001343,KEGG_PEROXISOME
HMDB0001343,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMDB0001347,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMDB0001351,KEGG_GALACTOSE_METABOLISM
HMDB0001351,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0001351,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001351,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001351,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0001351,KEGG_PYRIMIDINE_METABOLISM
HMDB0001351,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001351,KEGG_PURINE_METABOLISM
HMDB0001351,KEGG_BLADDER_CANCER
HMDB0001351,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0001352,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0001352,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0001352,KEGG_PEROXISOME
HMDB0001352,KEGG_PYRUVATE_METABOLISM
HMDB0001352,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
HMDB0001356,KEGG_BUTANOATE_METABOLISM
HMDB0001356,KEGG_LYSINE_DEGRADATION
HMDB0001356,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0001356,KEGG_BETA_ALANINE_METABOLISM
HMDB0001356,KEGG_PROPANOATE_METABOLISM
HMDB0001356,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001356,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001356,KEGG_FATTY_ACID_METABOLISM
HMDB0001356,KEGG_PEROXISOME
HMDB0001356,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001356,KEGG_ALZHEIMERS_DISEASE
HMDB0001358,KEGG_ABC_TRANSPORTERS
HMDB0001358,KEGG_RETINOL_METABOLISM
HMDB0001358,KEGG_FATTY_ACID_METABOLISM
HMDB0001358,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001358,KEGG_TYROSINE_METABOLISM
HMDB0001358,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001358,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0001358,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001361,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0001367,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0001368,KEGG_TYROSINE_METABOLISM
HMDB0001368,KEGG_PHENYLALANINE_METABOLISM
HMDB0001368,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0001368,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0001368,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001368,KEGG_PROPANOATE_METABOLISM
HMDB0001368,KEGG_PYRUVATE_METABOLISM
HMDB0001368,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001373,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0001373,KEGG_RIBOFLAVIN_METABOLISM
HMDB0001373,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001373,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001373,KEGG_PURINE_METABOLISM
HMDB0001373,KEGG_LYSOSOME
HMDB0001374,KEGG_PEROXISOME
HMDB0001374,KEGG_ABC_TRANSPORTERS
HMDB0001374,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001374,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0001374,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001374,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001374,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001374,KEGG_FATTY_ACID_METABOLISM
HMDB0001375,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
HMDB0001375,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0001375,KEGG_BUTANOATE_METABOLISM
HMDB0001375,KEGG_PEROXISOME
HMDB0001375,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001381,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0001381,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001381,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001381,KEGG_SMALL_CELL_LUNG_CANCER
HMDB0001381,KEGG_VEGF_SIGNALING_PATHWAY
HMDB0001381,KEGG_LEISHMANIA_INFECTION
HMDB0001381,KEGG_PATHWAYS_IN_CANCER
HMDB0001383,KEGG_SPHINGOLIPID_METABOLISM
HMDB0001383,KEGG_GLYCEROLIPID_METABOLISM
HMDB0001383,KEGG_ETHER_LIPID_METABOLISM
HMDB0001383,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
HMDB0001383,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
HMDB0001383,KEGG_VEGF_SIGNALING_PATHWAY
HMDB0001383,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0001388,KEGG_ABC_TRANSPORTERS
HMDB0001388,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0001388,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001388,KEGG_FATTY_ACID_METABOLISM
HMDB0001388,KEGG_PEROXISOME
HMDB0001388,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0001388,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0001388,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0001388,KEGG_STEROID_BIOSYNTHESIS
HMDB0001388,KEGG_GLYCEROLIPID_METABOLISM
HMDB0001388,KEGG_LYSOSOME
HMDB0001389,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001389,KEGG_RETINOL_METABOLISM
HMDB0001389,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001389,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001389,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0001389,KEGG_LINOLEIC_ACID_METABOLISM
HMDB0001389,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0001396,KEGG_HISTIDINE_METABOLISM
HMDB0001396,KEGG_ONE_CARBON_POOL_BY_FOLATE
HMDB0001396,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0001397,KEGG_PURINE_METABOLISM
HMDB0001397,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0001397,KEGG_PYRIMIDINE_METABOLISM
HMDB0001397,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001397,KEGG_TASTE_TRANSDUCTION
HMDB0001397,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0001397,KEGG_OLFACTORY_TRANSDUCTION
HMDB0001397,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001397,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
HMDB0001397,KEGG_RIBOFLAVIN_METABOLISM
HMDB0001397,KEGG_LYSOSOME
HMDB0001401,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0001401,KEGG_GLUTATHIONE_METABOLISM
HMDB0001401,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0001401,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
HMDB0001401,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0001401,KEGG_GALACTOSE_METABOLISM
HMDB0001401,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0001401,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0001401,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0001401,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
HMDB0001401,KEGG_INOSITOL_PHOSPHATE_METABOLISM
HMDB0001401,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0001403,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0001403,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0001403,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0001406,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001406,KEGG_PYRIMIDINE_METABOLISM
HMDB0001406,KEGG_PURINE_METABOLISM
HMDB0001409,KEGG_PYRIMIDINE_METABOLISM
HMDB0001409,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0001409,KEGG_PURINE_METABOLISM
HMDB0001409,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0001409,KEGG_ONE_CARBON_POOL_BY_FOLATE
HMDB0001413,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
HMDB0001413,KEGG_ETHER_LIPID_METABOLISM
HMDB0001414,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0001414,KEGG_TRYPTOPHAN_METABOLISM
HMDB0001414,KEGG_HISTIDINE_METABOLISM
