"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0001086","Uroporphyrinogen III","HMDB0001086","1179","15437","C01051","79","OC(=O)CCC1=C2CC3=C(CCC(O)=O)C(CC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=C(CC5=C(CC(O)=O)C(CCC(O)=O)=C(CC(N2)=C1CC(O)=O)N5)N4)N3","1"
"HMDB0001088","Butyryl-CoA","HMDB0001088","265","57371","C00136","5996","CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001090","Mevalonate-PP","HMDB0001090","439418","15899","C01143","5997","C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O","1"
"HMDB0001095","GDP-L-fucose","HMDB0001095","439211","17009","C00325","6001","C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H](O)[C@@H]1O","1"
"HMDB0001096","Carbamoyl phosphate","HMDB0001096","278","17672","C00169","6002","NC(=O)OP(O)(O)=O","1"
"HMDB0001097","Protoporphyrinogen IX","HMDB0001097","121893","15435","C01079","6003","CC1=C2CC3=C(C)C(C=C)=C(CC4=C(C)C(C=C)=C(CC5=C(C)C(CCC(O)=O)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3","1"
"HMDB0001112","Glyceraldehyde 3-phosphate","HMDB0001112","729","17138","C00118","3294","OC(COP(O)(O)=O)C=O","1"
"HMDB0001113","Isovaleryl-CoA","HMDB0001113","439855","15487","C02939","451","CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001114","Stearoyl-CoA","HMDB0001114","439229","15541","C00412","4242","CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001117","4'-Phosphopantothenoylcysteine","HMDB0001117","440304","15769","C04352",NA,"CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O","1"
"HMDB0001120","Dimethylallylpyrophosphate","HMDB0001120","647","16057","C00235","6016","CC(=CCOP(=O)(O)OP(=O)(O)O)C","1"
"HMDB0001121","N-Acetyl-D-mannosamine 6-phosphate","HMDB0001121","440273","62165","C04257",NA,"CC(=O)N[C@@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"HMDB0001123","2-Aminobenzoic acid","HMDB0001123","227","30754","C00108","6018","NC1=CC=CC=C1C(O)=O","1"
"HMDB0001134","Phosphoadenosine phosphosulfate","HMDB0001134","10214","17980","C00053","6028","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O","1"
"HMDB0001137","Hydroxymethylbilane","HMDB0001137","788","16645","C01024","3699","OCC1=C(CC(O)=O)C(CCC(O)=O)=C(CC2=C(CC(O)=O)C(CCC(O)=O)=C(CC3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=CN4)N3)N2)N1","1"
"HMDB0001138","N-Acetylglutamic acid","HMDB0001138","70914","17533","C00624","6031","CC(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB0001139","Prostaglandin F2a","HMDB0001139","5283078","15553","C00639","6032","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O","1"
"HMDB0001149","5-Aminolevulinic acid","HMDB0001149","137","17549","C00430","6037","NCC(=O)CCC(=O)O","1"
"HMDB0001152","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0001157","2-Methylacetoacetyl-CoA","HMDB0001157","53","15476","C03344","6040","CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001160","Tricosanoic acid","HMDB0001160","17085","42394",NA,"4211","CCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0001163","Guanosine diphosphate mannose","HMDB0001163","18396","15820","C00096","6045","NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1","1"
"HMDB0001167","Pyruvaldehyde","HMDB0001167","880","17158","C00546","6049","CC(=O)C=O","1"
"HMDB0001170","Lathosterol","HMDB0001170","65728","17168","C01189","6052","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0001172","2-Methyl-3-oxopropanoic acid","HMDB0001172","296","16256","C00349","6053","CC(C=O)C(=O)O","1"
"HMDB0001173","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0001175","Malonyl-CoA","HMDB0001175","10663","15531","C03188","6056","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O","1"
"HMDB0001179","Nicotinic acid adenine dinucleotide phosphate","HMDB0001179","583440","18304","C00857","4234","NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"HMDB0001185","S-Adenosylmethionine","HMDB0001185","34756","15414","C00019","6064","C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0001190","Indoleacetaldehyde","HMDB0001190","800","18086","C00637","6068","O=CCC1=CNC2=C1C=CC=C2","1"
"HMDB0001191","Deoxyuridine triphosphate","HMDB0001191","65070","17625","C00460","6069","O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O","1"
"HMDB0001195","Dyspropterin","HMDB0001195","128973","17804","C03684","6071","CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(N)=N2","1"
"HMDB0001197","FADH","HMDB0001197","446013","17877","C01352","6073","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1","1"
"HMDB0001198","LTC4","HMDB0001198","5283134","88515","C02166","3681","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N","1"
"HMDB0001201","Guanosine diphosphate","HMDB0001201","8977","17552","C00035","6077","NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB0001202","dCMP","HMDB0001202","13945","15918","C00239","6078","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1","1"
"HMDB0001206","Acetyl-CoA","HMDB0001206","444493","15351","C00024","6082","CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001218","Coumarin","HMDB0001218","323","28794","C05851","3525","O=C1OC2=CC=CC=C2C=C1","1"
"HMDB0001220","Prostaglandin E2","HMDB0001220","5283116","15551","C00584","6089","CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O","1"
"HMDB0001227","5-Thymidylic acid","HMDB0001227","9700","17013","C00364","6092","CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O","1"
"HMDB0001228","L-Glutamic acid 5-phosphate","HMDB0001228","193475","17798","C03287","6093","N[C@@H](CCC(=O)OP(O)(O)=O)C(O)=O","1"
"HMDB0001229","Dopaquinone","HMDB0001229","439316","16852","C00822","354","N[C@@H](CC1=CC(=O)C(=O)C=C1)C(O)=O","1"
"HMDB0001231","27-Deoxy-5b-cyprinol","HMDB0001231","193321","17278","C05446","6095","C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB0001243","Isobutyryl-CoA","HMDB0001243","3036931","15479","C00630","6103","CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001245","dCDP","HMDB0001245","150855","28846","C00705","6105","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1","1"
"HMDB0001248","FAD","HMDB0001248","643975","16238","C00016","6106","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2","1"
"HMDB0001251","Lanosterin","HMDB0001251","246983","16521","C01724","6108","C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C","1"
"HMDB0001252","Betaine aldehyde","HMDB0001252","249","15710","C00576","278","C[N+](C)(C)CC=O","1"
"HMDB0001253","5,6-Dihydroxyindole-2-carboxylic acid","HMDB0001253","119405","2003","C04185","6110","OC(=O)C1=CC2=C(N1)C=C(O)C(O)=C2","1"
"HMDB0001256","Spermine","HMDB0001256","1103","15746","C00750","255","NCCCNCCCCNCCCN","1"
"HMDB0001257","Spermidine","HMDB0001257","1102","16610","C00315","254","NCCCCNCCCN","1"
"HMDB0001259","Succinic acid semialdehyde","HMDB0001259","1112","16265","C00232","6114","C(CC(=O)O)C=O","1"
"HMDB0001261","Coproporphyrinogen III","HMDB0001261","321","15439","C03263","6116","CC1=C2CC3=C(C)C(CCC(O)=O)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3","1"
"HMDB0001262","Maltotriose","HMDB0001262","439586","140999","C01835","3585","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0001263","Allysine","HMDB0001263","207","17027","C04076","6118","NC(CCCC=O)C(O)=O","1"
"HMDB0001264","L-Dehydroascorbic acid","HMDB0001264","7786","27956","C05422","342","C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O","1"
"HMDB0001265","Fucose 1-phosphate","HMDB0001265","439871","28319","C02985","6120","C[C@@H]1OC(OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O","1"
"HMDB0001273","Guanosine triphosphate","HMDB0001273","6830","15996","C00044","6128","NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1","1"
"HMDB0001274","dTDP","HMDB0001274","164628","18075","C00363","6129","CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","1"
"HMDB0001275","Propionyl-CoA","HMDB0001275","439164","15539","C00100","6130","CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001276","N1-Acetylspermidine","HMDB0001276","496","17927","C00612","3323","CC(=O)NCCCNCCCCN","1"
"HMDB0001280","2-Aminomuconic acid semialdehyde","HMDB0001280","5280625","15745","C03824","6133","N/C(=C/C=C\C=O)C(=O)O","1"
"HMDB0001294","2,3-Diphosphoglyceric acid","HMDB0001294","186004","17720","C01159","153","OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O","1"
"HMDB0001296","Maltotetraose","HMDB0001296","439639","143180","C02052","4199","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0001303","Zinc (II) ion","HMDB0001303","32051","116","C00038",NA,"[Zn+2]","1"
"HMDB0001310","D-Alanine","HMDB0001310","71080","15570","C00133",NA,"C[C@@H](N)C(O)=O","1"
"HMDB0001311","D-Lactic acid","HMDB0001311","61503","42111","C00256","6150","C[C@@H](O)C(O)=O","1"
"HMDB0001313","Inositol 4-phosphate","HMDB0001313","440043","18384","C03546","6151","O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1O","1"
"HMDB0001314","Cyclic GMP","HMDB0001314","24316","16356","C00942","6152","NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1","1"
"HMDB0001316","6-Phosphogluconic acid","HMDB0001316","91493","48928","C00345","367","O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O","1"
"HMDB0001319","Pyridoxine 5'-phosphate","HMDB0001319","1055","28803","C00627","6156","CC1=NC=C(COP(O)(O)=O)C(CO)=C1O","1"
"HMDB0001321","D-Erythrose 4-phosphate","HMDB0001321","122357","48153","C00279","6158","O[C@H](COP(O)(O)=O)[C@@H](O)C=O","1"
"HMDB0001322","Oleoyl-CoA","HMDB0001322","5280355","15534","C00510","6159","CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001325","N6,N6,N6-Trimethyl-L-lysine","HMDB0001325","440120","17311","C03793","6161","C[N+](C)(C)CCCC[C@H](N)C([O-])=O","1"
"HMDB0001335","Prostaglandin I2","HMDB0001335","5282411","15552","C01312","778","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O","1"
"HMDB0001336","3,4-Dihydroxybenzeneacetic acid","HMDB0001336","547","41941","C01161","6170","OC(=O)CC1=CC(O)=C(O)C=C1","1"
"HMDB0001337","Leukotriene A4","HMDB0001337","5280383","15651","C00909","3449","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]1[C@@H](O1)CCCC(=O)O","1"
"HMDB0001338","Palmityl-CoA","HMDB0001338","15667","15525","C00154","6172","CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001339","Glutaryl-CoA","HMDB0001339","439252","15524","C00527","6173","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O","1"
"HMDB0001341","ADP","HMDB0001341","6022","16761","C00008","6175","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB0001342","Thymidine 5'-triphosphate","HMDB0001342","64968","18077","C00459",NA,"CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","1"
"HMDB0001343","Mevalonic acid-5P","HMDB0001343","439400","17436","C01107","6177","C[C@@](CCOP(=O)(O)O)(CC(=O)O)O","1"
"HMDB0001351","Deoxyribose 1-phosphate","HMDB0001351","439287","28542","C00672","6182","OC[C@H]1OC(C[C@@H]1O)OP(O)(O)=O","1"
"HMDB0001352","Hydroxypyruvic acid","HMDB0001352","964","30841","C00168","482","OCC(=O)C(O)=O","1"
"HMDB0001358","Retinal","HMDB0001358","6436079","17898","C00376","6188","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C","1"
"HMDB0001361","Carbon monoxide","HMDB0001361","281","17245","C00237",NA,"[C-]#[O+]","1"
"HMDB0001367","N-Acetyl-glucosamine 1-phosphate","HMDB0001367","7115","7125","C04256","6194","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O","1"
"HMDB0001368","3-Mercaptopyruvic acid","HMDB0001368","98","16208","C00957","6195","OC(=O)C(=O)CS","1"
"HMDB0001372","Thiamine pyrophosphate","HMDB0001372","1132","9532","C00068","2832","CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N","1"
"HMDB0001373","Dephospho-CoA","HMDB0001373","439335","15468","C00882","3689","CC(C)(COP(=O)(O)OP(=O)(O)OC1O(n2cnc3c(N)ncnc32)(O)1O)C(O)C(=O)NCCC(=O)NCCS","1"
"HMDB0001374","Choloyl-CoA","HMDB0001374","439573","15519","C01794","6597","CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CC[C@@H]5C4([C@H](C[C@H]6C5[C@@H](CC7C6(CC[C@H](C7)O)C)O)O)C","1"
"HMDB0001375","3-Hydroxy-3-methylglutaryl-CoA","HMDB0001375","439218","15467","C00356","6201","C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O","1"
"HMDB0001377","Oxygen","HMDB0001377","977","15379","C00007","3195","O=O","1"
"HMDB0001381","Prostaglandin H2","HMDB0001381","445049","15554","C00427","3495","CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)O","1"
"HMDB0001383","Sphinganine 1-phosphate","HMDB0001383","644260","16893","C01120","3512","CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)(O)O)N)O","1"
"HMDB0001388","Alpha-Linolenic acid","HMDB0001388","5280934","27432","C06427","6208","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1"
"HMDB0001389","Melatonin","HMDB0001389","896","16796","C01598","73","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","1"
"HMDB0001396","5-Methyltetrahydrofolic acid","HMDB0001396","439234","15641","C00440","6215","CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2","1"
"HMDB0001397","Guanosine monophosphate","HMDB0001397","6804","17345","C00144","6216","NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1","1"
"HMDB0001403","Prostaglandin D2","HMDB0001403","448457","15555","C00696","6221","CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O","1"
"HMDB0001406","Niacinamide","HMDB0001406","936","17154","C00153","1497","NC(=O)C1=CC=CN=C1","1"
"HMDB0001409","dUMP","HMDB0001409","65063","17622","C00365","6225","O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O","1"
"HMDB0001413","Citicoline","HMDB0001413","13804","16436","C00307","6229","C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O","1"
"HMDB0001414","Putrescine","HMDB0001414","1045","17148","C00134","3226","NCCCCN","1"
"HMDB0001416","Pantetheine 4'-phosphate","HMDB0001416","987","16858","C01134",NA,"CC(C)(COP(O)(O)=O)C(O)C(=O)NCCC(=O)NCCS","1"
"HMDB0001419","24-Hydroxycholesterol","HMDB0001419","121948","34310","C13550",NA,"C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0001423","Coenzyme A","HMDB0001423","87642","15346","C00010","6235","CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS","1"
"HMDB0001426","Formaldehyde","HMDB0001426","712","16842","C00067","3198","C=O","1"
"HMDB0001430","L-Dopachrome","HMDB0001430","5459802","15772","C01693","6241","OC(=O)[C@@H]1CC2=CC(=O)C(=O)C=C2N1","1"
"HMDB0001432","Agmatine","HMDB0001432","199","17431","C00179","3523","NCCCCNC(N)=N","1"
"HMDB0001434","3-Methoxytyrosine","HMDB0001434","1670",NA,NA,NA,"COC1=C(O)C=CC(CC(N)C(O)=O)=C1","1"
"HMDB0001438","25-Hydroxyvitamin D2","HMDB0001438","22833566",NA,NA,NA,"C[C@H](/C=C/[C@H](C)C(C)(C)O)C1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","1"
"HMDB0001440","dGTP","HMDB0001440","65103","16497","C00286","6248","NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1","1"
"HMDB0001442","Prostaglandin E1","HMDB0001442","5280723","15544","C04741","416","CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O","1"
"HMDB0001448","Sulfate","HMDB0001448","1117","26836","C00059","3233","OS(O)(=O)=O","1"
"HMDB0001449","Allopregnanolone","HMDB0001449","92786","50169","C13712",NA,"CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB0001451","Lipoic acid","HMDB0001451","6112","30314","C16241","126","O=C(O)CCCC1CCSS1","1"
"HMDB0001452","Thromboxane A2","HMDB0001452","5280497","15627","C02198","6253","CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@@H]2C[C@@H](O2)O1)C/C=C\CCCC(=O)O)O","1"
"HMDB0001453","Thiocyanate","HMDB0001453","9322","18022","C01755",NA,"[S-]C#N","1"
"HMDB0001457","5-b-Cholestane-3a ,7a ,12a-triol","HMDB0001457","160520","16496","C05454","6254","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB0001476","3-Hydroxyanthranilic acid","HMDB0001476","86","15793","C00632","3275","NC1=C(O)C=CC=C1C(O)=O","1"
"HMDB0001483","Prostaglandin F2b","HMDB0001483","5280506","28922","C02314",NA,"CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O","1"
"HMDB0001487","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0001488","Nicotinic acid","HMDB0001488","938","15940","C00253","6272","OC(=O)C1=CN=CC=C1","1"
"HMDB0001489","Ribose 1-phosphate","HMDB0001489","439236","16300","C00620","6273","OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O","1"
"HMDB0001491","Pyridoxal 5'-phosphate","HMDB0001491","1051","18405","C00018","6275","CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O","1"
"HMDB0001493","3-Methylcrotonyl-CoA","HMDB0001493","9549326","15486","C03069","6277","CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C","1"
"HMDB0001508","dADP","HMDB0001508","53477733","16174","C00206","6286","NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1","1"
"HMDB0001509","20-Hydroxy-leukotriene B4","HMDB0001509","5280745","15646","C04853","6287","C(CC/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O)CCO","1"
"HMDB0001512","Thiamine triphosphate","HMDB0001512","511","9534","C03028","3586","CC1=C(CCOP(O)(=O)OP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=C(N)N=C(C)N=C1","1"
"HMDB0001514","Glucosamine","HMDB0001514","439213","47977","C00329","266","N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O","1"
"HMDB0001517","AICAR","HMDB0001517","65110","18406","C04677","6294","NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB0001520","Flavin Mononucleotide","HMDB0001520","643976","17621","C00061","6295","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2","1"
"HMDB0001521","Tetradecanoyl-CoA","HMDB0001521","65113","15532","C02593","3707","CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0001527","3-Methylthiopropionic acid","HMDB0001527","563","1438","C08276","6300","CSCCC(=O)O","1"
"HMDB0001532","Deoxyadenosine triphosphate","HMDB0001532","15993","16284","C00131","6303","NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1","1"
"HMDB0001534","5-Formiminotetrahydrofolic acid","HMDB0001534","530","15639","C00664","6305","NC1=NC2=C(N(C=N)C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)CN2)C(=O)N1","1"
