metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0001451,lipoate_e,HMDB0001451_e,Lipoate,C8H14O2S2,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])SSC([H])([H])C1([H])[H],"InChI=1/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/s2",Organoheterocyclic compounds,Dithiolanes,Lipoic acids and derivatives,6112
HMDB0001451,lipoate_c,HMDB0001451_c,Lipoate,C8H14O2S2,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])SSC([H])([H])C1([H])[H],"InChI=1/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/s2",Organoheterocyclic compounds,Dithiolanes,Lipoic acids and derivatives,6112
HMDB0001452,txa2_c,HMDB0001452_c,Thromboxane A2,C20H31O5,[H]O[C@]([H])(C([H])=C([H])[C@@]1([H])O[C@]2([H])O[C@@]([H])(C2([H])[H])[C@]1([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18-14-20(24-17)25-18)10-7-4-5-8-11-19(22)23/h4,7,12-13,15-18,20-21H,2-3,5-6,8-11,14H2,1H3,(H,22,23)/p-1/b7-4+,13-12-/t15-,16+,17+,18-,20+/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,114873
HMDB0001452,txa2_e,HMDB0001452_e,Thromboxane A2,C20H31O5,[H]O[C@]([H])(C([H])=C([H])[C@@]1([H])O[C@]2([H])O[C@@]([H])(C2([H])[H])[C@]1([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18-14-20(24-17)25-18)10-7-4-5-8-11-19(22)23/h4,7,12-13,15-18,20-21H,2-3,5-6,8-11,14H2,1H3,(H,22,23)/p-1/b7-4+,13-12-/t15-,16+,17+,18-,20+/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,114873
HMDB0001452,txa2_r,HMDB0001452_r,Thromboxane A2,C20H31O5,[H]O[C@]([H])(C([H])=C([H])[C@@]1([H])O[C@]2([H])O[C@@]([H])(C2([H])[H])[C@]1([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18-14-20(24-17)25-18)10-7-4-5-8-11-19(22)23/h4,7,12-13,15-18,20-21H,2-3,5-6,8-11,14H2,1H3,(H,22,23)/p-1/b7-4+,13-12-/t15-,16+,17+,18-,20+/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,114873
HMDB0001453,tcynt_c,HMDB0001453_c,Thiocyanate,CNS,[S-]C#N,InChI=1S/CHNS/c2-1-3/h3H/p-1,Organosulfur compounds,Thiocyanates,NA,NA
HMDB0001453,tcynt_e,HMDB0001453_e,Thiocyanate,CNS,[S-]C#N,InChI=1S/CHNS/c2-1-3/h3H/p-1,Organosulfur compounds,Thiocyanates,NA,NA
HMDB0001453,tcynt_m,HMDB0001453_m,Thiocyanate,CNS,[S-]C#N,InChI=1S/CHNS/c2-1-3/h3H/p-1,Organosulfur compounds,Thiocyanates,NA,NA
HMDB0001457,xoltriol_m,HMDB0001457_m,"5Beta-Cholestane-3Alpha,7Alpha,12Alpha-Triol",C27H48O3,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H],"InChI=1S/C27H48O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h16-25,28-30H,6-15H2,1-5H3/t17-,18+,19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,NA
HMDB0001457,xoltriol_c,HMDB0001457_c,"5Beta-Cholestane-3Alpha,7Alpha,12Alpha-Triol",C27H48O3,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H],"InChI=1S/C27H48O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h16-25,28-30H,6-15H2,1-5H3/t17-,18+,19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,NA
HMDB0001476,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,86
HMDB0001476,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA
HMDB0001483,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0001487,nadh_c,HMDB0001487_c,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C([H])([H])C(=C3[H])C(=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",NA,NA,NA,NA
HMDB0001487,nadh_x,HMDB0001487_x,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C([H])([H])C(=C3[H])C(=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",NA,NA,NA,NA
HMDB0001487,nadh_r,HMDB0001487_r,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C([H])([H])C(=C3[H])C(=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",NA,NA,NA,NA
HMDB0001487,nadh_m,HMDB0001487_m,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C([H])([H])C(=C3[H])C(=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",NA,NA,NA,NA
HMDB0001487,nadh_e,HMDB0001487_e,Nicotinamide Adenine Dinucleotide - Reduced,C21H27N7O14P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C([H])([H])C(=C3[H])C(=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",NA,NA,NA,NA
HMDB0001488,nac_c,HMDB0001488_c,Nicotinate,C6H4NO2,[H]C1=C([H])C([H])=C(C([H])=N1)C([O-])=O,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)/p-1",Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,938
HMDB0001488,nac_e,HMDB0001488_e,Nicotinate,C6H4NO2,[H]C1=C([H])C([H])=C(C([H])=N1)C([O-])=O,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)/p-1",Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,938
HMDB0001489,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0001491,pydx5p_c,HMDB0001491_c,Pyridoxal 5-Phosphate,C8H8NO6P,[H]OC1=C(N=C([H])C(=C1C([H])=O)C([H])([H])OP([O-])([O-])=O)C([H])([H])[H],"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)/p-2",Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes,1051
HMDB0001491,pydx5p_e,HMDB0001491_e,Pyridoxal 5-Phosphate,C8H8NO6P,[H]OC1=C(N=C([H])C(=C1C([H])=O)C([H])([H])OP([O-])([O-])=O)C([H])([H])[H],"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)/p-2",Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes,1051
HMDB0001493,3mb2coa_m,HMDB0001493_m,3-Methylbut-2-Enoyl Coenzyme A,C26H38N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1S/C26H42N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h9,12-13,15,19-21,25,36-37H,5-8,10-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/t15-,19-,20-,21+,25-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0001508,dadp_c,HMDB0001508_c,Deoxyadenosine Diphosphate,C10H12N5O9P2,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
HMDB0001508,dadp_m,HMDB0001508_m,Deoxyadenosine Diphosphate,C10H12N5O9P2,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
HMDB0001508,dadp_n,HMDB0001508_n,Deoxyadenosine Diphosphate,C10H12N5O9P2,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
HMDB0001509,leuktrB4woh_m,HMDB0001509_m,W-Hydroxyl Leukotriene B4,C20H31O5,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])[C@@]([H])(O[H])C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c21-17-10-6-2-1-3-7-12-18(22)13-8-4-5-9-14-19(23)15-11-16-20(24)25/h3-5,7-9,13-14,18-19,21-23H,1-2,6,10-12,15-17H2,(H,24,25)/p-1/b5-4?,7-3?,13-8+,14-9?/t18-,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0001509,leuktrB4woh_r,HMDB0001509_r,W-Hydroxyl Leukotriene B4,C20H31O5,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])[C@@]([H])(O[H])C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c21-17-10-6-2-1-3-7-12-18(22)13-8-4-5-9-14-19(23)15-11-16-20(24)25/h3-5,7-9,13-14,18-19,21-23H,1-2,6,10-12,15-17H2,(H,24,25)/p-1/b5-4?,7-3?,13-8+,14-9?/t18-,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0001509,leuktrB4woh_e,HMDB0001509_e,W-Hydroxyl Leukotriene B4,C20H31O5,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])[C@@]([H])(O[H])C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c21-17-10-6-2-1-3-7-12-18(22)13-8-4-5-9-14-19(23)15-11-16-20(24)25/h3-5,7-9,13-14,18-19,21-23H,1-2,6,10-12,15-17H2,(H,24,25)/p-1/b5-4?,7-3?,13-8+,14-9?/t18-,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0001509,leuktrB4woh_c,HMDB0001509_c,W-Hydroxyl Leukotriene B4,C20H31O5,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])[C@@]([H])(O[H])C(\[H])=C(/[H])C([H])=C([H])C([H])=C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O5/c21-17-10-6-2-1-3-7-12-18(22)13-8-4-5-9-14-19(23)15-11-16-20(24)25/h3-5,7-9,13-14,18-19,21-23H,1-2,6,10-12,15-17H2,(H,24,25)/p-1/b5-4?,7-3?,13-8+,14-9?/t18-,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0001512,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA
HMDB0001514,gam_e,HMDB0001514_e,D-Glucosamine,C6H14NO5,[H]OC([H])([H])[C@@]1([H])OC([H])(O[H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/p+1/t2-,3-,4-,5-,6?/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,441477
HMDB0001514,gam_c,HMDB0001514_c,D-Glucosamine,C6H14NO5,[H]OC([H])([H])[C@@]1([H])OC([H])(O[H])[C@]([H])([N+]([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/p+1/t2-,3-,4-,5-,6?/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,441477
HMDB0001517,NA,NA,NA,NA,NA,NA,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,NA
HMDB0001520,fmn_e,HMDB0001520_e,Flavin Mononucleotide,C17H19N4O9P,[H]O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])N1C2=NC(=O)N([H])C(=O)C2=NC2=C([H])C(=C(C([H])=C12)C([H])([H])[H])C([H])([H])[H],"InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/p-2/t11-,12+,14-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,643976
HMDB0001520,fmn_c,HMDB0001520_c,Flavin Mononucleotide,C17H19N4O9P,[H]O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])N1C2=NC(=O)N([H])C(=O)C2=NC2=C([H])C(=C(C([H])=C12)C([H])([H])[H])C([H])([H])[H],"InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/p-2/t11-,12+,14-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,643976
HMDB0001521,tdcoa_x,HMDB0001521_x,Myristoyl Coenzyme A,C35H58N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1/C35H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h22-24,28-30,34,45-46H,4-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/t24-,28-,29-,30+,34-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0001521,tdcoa_c,HMDB0001521_c,Myristoyl Coenzyme A,C35H58N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1/C35H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h22-24,28-30,34,45-46H,4-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/t24-,28-,29-,30+,34-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0001521,tdcoa_m,HMDB0001521_m,Myristoyl Coenzyme A,C35H58N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1/C35H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h22-24,28-30,34,45-46H,4-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/t24-,28-,29-,30+,34-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0001521,tdcoa_r,HMDB0001521_r,Myristoyl Coenzyme A,C35H58N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1/C35H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h22-24,28-30,34,45-46H,4-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/p-4/t24-,28-,29-,30+,34-/s2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0001527,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0001532,datp_c,HMDB0001532_c,Deoxyadenosine Triphosphate,C10H12N5O12P3,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
